Date	Symbol	Open	High	Low	Close	Volume
26/10/2015 12:00	BTCUSD	286.19	286.19	286.19	286.19	0
26/10/2015 11:00	BTCUSD	286.19	286.19	286.19	286.19	0
26/10/2015 10:00	BTCUSD	286.19	286.19	286.19	286.19	0
26/10/2015 09:00	BTCUSD	283.99	286.19	283.99	286.19	0.03494182
26/10/2015 08:00	BTCUSD	283.99	283.99	283.99	283.99	0
26/10/2015 07:00	BTCUSD	283.99	283.99	283.99	283.99	0
26/10/2015 06:00	BTCUSD	283.99	283.99	283.99	283.99	0
26/10/2015 05:00	BTCUSD	283.99	283.99	283.99	283.99	0
26/10/2015 04:00	BTCUSD	285	285.07	283.99	283.99	25.515
26/10/2015 03:00	BTCUSD	284.98	285	284.98	285	1
26/10/2015 02:00	BTCUSD	287.59	289.03	284.98	284.98	26.70818154
26/10/2015 01:00	BTCUSD	285.01	287.6	285.01	287.59	47.7268591
26/10/2015 00:00	BTCUSD	285.01	285.01	285.01	285.01	0
25/10/2015 23:00	BTCUSD	291	291	285.01	285.01	3.40737596
25/10/2015 22:00	BTCUSD	287.39	291.14	287.39	291	1.706611511
25/10/2015 21:00	BTCUSD	294	294	287.39	287.39	6.14446619
25/10/2015 20:00	BTCUSD	294.59	294.59	294	294	1.75609473
25/10/2015 19:00	BTCUSD	294.59	294.59	294.59	294.59	0
25/10/2015 18:00	BTCUSD	296.22	296.22	294.59	294.59	0.002
25/10/2015 17:00	BTCUSD	296.22	296.22	296.22	296.22	0
25/10/2015 16:00	BTCUSD	296	297	295.5	296.22	6.977819251
25/10/2015 15:00	BTCUSD	295	296.83	295	296	2
25/10/2015 14:00	BTCUSD	293.87	295	293.87	295	7.89160092
25/10/2015 13:00	BTCUSD	294.1	294.1	293.87	293.87	0.000848595
25/10/2015 12:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 11:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 10:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 09:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 08:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 07:00	BTCUSD	294.1	294.1	294.1	294.1	0
25/10/2015 06:00	BTCUSD	294.46	294.46	292.5	294.1	25.85142807
25/10/2015 05:00	BTCUSD	289.4	294.46	289.4	294.46	3.020396331
25/10/2015 04:00	BTCUSD	290	290.63	287.33	289.4	5.763717135
25/10/2015 03:00	BTCUSD	287.01	290	287.01	290	1.44501526
25/10/2015 02:00	BTCUSD	286.92	287.01	286.92	287.01	2
25/10/2015 01:00	BTCUSD	287	287	285.35	286.92	3.109451064
25/10/2015 00:00	BTCUSD	285	287	285	287	0.32105467
24/10/2015 23:00	BTCUSD	283.04	285	283.04	285	9.463846619
24/10/2015 22:00	BTCUSD	282.64	283.04	281.62	283.04	25.558
24/10/2015 21:00	BTCUSD	281.14	282.64	281.14	282.64	25
24/10/2015 20:00	BTCUSD	281.3	282.93	281.14	281.14	1.883445793
24/10/2015 19:00	BTCUSD	281.3	281.3	281.3	281.3	0
24/10/2015 18:00	BTCUSD	281.3	281.3	281.3	281.3	0
24/10/2015 17:00	BTCUSD	283.42	283.42	281.3	281.3	7.51705999
24/10/2015 16:00	BTCUSD	283.42	283.42	283.42	283.42	0
24/10/2015 15:00	BTCUSD	281.42	283.42	281.42	283.42	104.5997436
24/10/2015 14:00	BTCUSD	281.42	281.42	281.42	281.42	0
24/10/2015 13:00	BTCUSD	281.42	281.42	281.42	281.42	0
24/10/2015 12:00	BTCUSD	281.38	281.42	281.35	281.42	0.496130347
24/10/2015 11:00	BTCUSD	280.97	281.38	280.97	281.38	0.40371032
24/10/2015 10:00	BTCUSD	280.97	280.97	280.97	280.97	0
24/10/2015 09:00	BTCUSD	280.97	280.97	280.97	280.97	0
24/10/2015 08:00	BTCUSD	280.97	280.97	280.97	280.97	0
24/10/2015 07:00	BTCUSD	280.97	280.97	280.97	280.97	0
24/10/2015 06:00	BTCUSD	280.97	280.97	280.97	280.97	2.054103097
24/10/2015 05:00	BTCUSD	281.62	281.62	280.97	280.97	25
24/10/2015 04:00	BTCUSD	281.78	281.78	281.62	281.62	2.61182515
24/10/2015 03:00	BTCUSD	280.23	281.78	280.23	281.78	72.48581193
24/10/2015 02:00	BTCUSD	280.25	280.25	280.23	280.23	39.22687705
24/10/2015 01:00	BTCUSD	280.25	280.25	280.25	280.25	0.00702943
24/10/2015 00:00	BTCUSD	280.25	280.25	280.22	280.25	77.2769015
23/10/2015 23:00	BTCUSD	280.19	280.25	280.19	280.25	44.49007
23/10/2015 22:00	BTCUSD	280.19	280.2	280.19	280.19	1.08
23/10/2015 21:00	BTCUSD	280.19	280.22	280.19	280.19	0.11568624
23/10/2015 20:00	BTCUSD	280.89	280.89	280.19	280.19	66.61236255
23/10/2015 19:00	BTCUSD	280.51	280.89	280.51	280.89	0.08
23/10/2015 18:00	BTCUSD	280.89	280.89	280.51	280.51	24.77617521
23/10/2015 17:00	BTCUSD	280.89	280.91	280.89	280.89	34.40494772
23/10/2015 16:00	BTCUSD	280.91	280.91	280.89	280.89	25.4737533
23/10/2015 15:00	BTCUSD	281	281	280.89	280.91	26.47835228
23/10/2015 14:00	BTCUSD	279.86	281	279.86	281	50.49520664
23/10/2015 13:00	BTCUSD	279.86	279.86	279.86	279.86	1.14
23/10/2015 12:00	BTCUSD	279.87	281	279.86	279.86	109.8357309
23/10/2015 11:00	BTCUSD	279.87	279.87	279.87	279.87	0
23/10/2015 10:00	BTCUSD	279.87	279.87	279.87	279.87	0
23/10/2015 09:00	BTCUSD	280.28	280.28	279.87	279.87	25
23/10/2015 08:00	BTCUSD	279.88	283.95	279.88	280.28	16.61275303
23/10/2015 07:00	BTCUSD	279.88	279.89	279.88	279.88	26.03717171
23/10/2015 06:00	BTCUSD	279.89	279.89	279.88	279.88	0.25
23/10/2015 05:00	BTCUSD	276.92	279.89	276.92	279.89	41.61050894
23/10/2015 04:00	BTCUSD	278.25	278.25	276.89	276.92	65.2
23/10/2015 03:00	BTCUSD	278.33	278.33	278.25	278.25	44.1141969
23/10/2015 02:00	BTCUSD	278.3	278.33	278.3	278.33	0.750647364
23/10/2015 01:00	BTCUSD	276.92	278.3	276.92	278.3	20.7330219
23/10/2015 00:00	BTCUSD	276.92	276.92	276.92	276.92	9.202228648
22/10/2015 23:00	BTCUSD	276.89	276.92	276.89	276.92	0.27083634
22/10/2015 22:00	BTCUSD	276.92	276.92	276.89	276.89	0.03778421
22/10/2015 21:00	BTCUSD	276.85	276.92	276.8	276.92	7.952629452
22/10/2015 20:00	BTCUSD	276.74	276.85	276.74	276.85	122.7489309
22/10/2015 19:00	BTCUSD	276.75	276.75	276.74	276.74	0.99312334
22/10/2015 18:00	BTCUSD	276.75	276.75	276.72	276.75	21.00818913
22/10/2015 17:00	BTCUSD	276.62	278.25	276.62	276.75	25.0896232
22/10/2015 16:00	BTCUSD	278.7	278.7	276.55	276.62	38.69153922
22/10/2015 15:00	BTCUSD	278.77	278.77	278.66	278.7	32.25876338
22/10/2015 14:00	BTCUSD	278.88	278.88	278.77	278.77	33.5600301
22/10/2015 13:00	BTCUSD	278.87	278.88	278.8	278.88	103.066062
22/10/2015 12:00	BTCUSD	279.98	279.98	278.87	278.87	50.09744467
22/10/2015 11:00	BTCUSD	277.05	279.98	277.05	279.98	2.785520784
22/10/2015 10:00	BTCUSD	275	277.05	275	277.05	5.161702306
22/10/2015 09:00	BTCUSD	273	275	273	275	0.12521819
22/10/2015 08:00	BTCUSD	271.7	273	271.7	273	61.23985582
22/10/2015 07:00	BTCUSD	271.63	271.7	271.63	271.7	5
22/10/2015 06:00	BTCUSD	271.5	271.63	271.5	271.63	44.96327809
22/10/2015 05:00	BTCUSD	271.5	271.5	271.5	271.5	0
22/10/2015 04:00	BTCUSD	271.5	271.5	271.5	271.5	0
22/10/2015 03:00	BTCUSD	271.5	271.5	271.5	271.5	0
22/10/2015 02:00	BTCUSD	271.26	271.5	271.23	271.5	14.90910182
22/10/2015 01:00	BTCUSD	271.26	271.26	271.26	271.26	5.12862009
22/10/2015 00:00	BTCUSD	272	272	271.26	271.26	0.002
21/10/2015 23:00	BTCUSD	271.64	272	271.26	272	13.68451744
21/10/2015 22:00	BTCUSD	272	272	271.64	271.64	0.5
21/10/2015 21:00	BTCUSD	271.93	272	271.64	272	88.93398065
21/10/2015 20:00	BTCUSD	271.25	271.93	271.25	271.93	71.10380603
21/10/2015 19:00	BTCUSD	271.25	271.25	271.25	271.25	0
21/10/2015 18:00	BTCUSD	271.3	271.3	271.25	271.25	3.68663594
21/10/2015 17:00	BTCUSD	271.5	271.5	271	271.3	23.49783112
21/10/2015 16:00	BTCUSD	271.5	271.6	271.5	271.5	5.63949239
21/10/2015 15:00	BTCUSD	271.5	271.5	271.5	271.5	10
21/10/2015 14:00	BTCUSD	272	272	271.5	271.5	81.21135161
21/10/2015 13:00	BTCUSD	272.1	272.1	272	272	10.00156495
21/10/2015 12:00	BTCUSD	272	272.1	272	272.1	0.08
21/10/2015 11:00	BTCUSD	269.5	272.7	269.5	272	13.85
21/10/2015 10:00	BTCUSD	272.45	272.45	269.5	269.5	31.22258719
21/10/2015 09:00	BTCUSD	272.45	272.45	272.45	272.45	0
21/10/2015 08:00	BTCUSD	272.47	272.47	272.45	272.45	0.37
21/10/2015 07:00	BTCUSD	272.47	272.47	272.47	272.47	1.15
21/10/2015 06:00	BTCUSD	272.47	272.75	272.47	272.47	16.25051663
21/10/2015 05:00	BTCUSD	272.47	272.47	272.47	272.47	0
21/10/2015 04:00	BTCUSD	272.5	272.5	272.47	272.47	1
21/10/2015 03:00	BTCUSD	272.5	272.5	272.5	272.5	0
21/10/2015 02:00	BTCUSD	272.25	272.5	272.25	272.5	0.94800167
21/10/2015 01:00	BTCUSD	272.25	272.25	272.25	272.25	2.06
21/10/2015 00:00	BTCUSD	272	272.25	272	272.25	0.77
20/10/2015 23:00	BTCUSD	272.1	272.25	272	272	2.63582215
20/10/2015 22:00	BTCUSD	272	275	272	272.1	0.003
20/10/2015 21:00	BTCUSD	274.42	274.87	272	272	7.61217526
20/10/2015 20:00	BTCUSD	274	275	274	274.42	22.23858823
20/10/2015 19:00	BTCUSD	272.35	275.5	271.92	274	4.22411678
20/10/2015 18:00	BTCUSD	270.97	274.3	270.97	272.35	0.134497675
20/10/2015 17:00	BTCUSD	275.99	275.99	270	270.97	1.208651675
20/10/2015 16:00	BTCUSD	275.99	275.99	275.98	275.99	7.2
20/10/2015 15:00	BTCUSD	271.12	275.99	271.12	275.99	7.114
20/10/2015 14:00	BTCUSD	268.76	271.12	268.76	271.12	1
20/10/2015 13:00	BTCUSD	273.87	273.87	268.76	268.76	0.28
20/10/2015 12:00	BTCUSD	273.87	273.87	273.87	273.87	0
20/10/2015 11:00	BTCUSD	273.87	273.87	273.87	273.87	0
20/10/2015 10:00	BTCUSD	268.38	273.87	268.38	273.87	2.361
20/10/2015 09:00	BTCUSD	268.38	268.38	268.38	268.38	0
20/10/2015 08:00	BTCUSD	266.89	268.38	266.89	268.38	0.0508
20/10/2015 07:00	BTCUSD	266.89	266.89	266.89	266.89	0
20/10/2015 06:00	BTCUSD	266.89	266.89	266.89	266.89	0
20/10/2015 05:00	BTCUSD	270.99	273.87	266.89	266.89	11.68780347
20/10/2015 04:00	BTCUSD	273.87	273.87	269	270.99	19.13193113
20/10/2015 03:00	BTCUSD	270.3	273.87	269.92	273.87	17.30465075
20/10/2015 02:00	BTCUSD	270.3	270.3	270.3	270.3	0
20/10/2015 01:00	BTCUSD	266.89	270.72	266.89	270.3	38.97419378
20/10/2015 00:00	BTCUSD	266.33	267.89	266.33	266.89	18.50819864
19/10/2015 23:00	BTCUSD	266.02	273.87	266.02	266.33	42.73925601
19/10/2015 22:00	BTCUSD	272.5	272.5	266.02	266.02	0.004
19/10/2015 21:00	BTCUSD	265.06	272.5	265.05	272.5	3.227182087
19/10/2015 20:00	BTCUSD	272.5	272.5	265.06	265.06	7.922
19/10/2015 19:00	BTCUSD	268.51	274.12	268.5	272.5	7.84946123
19/10/2015 18:00	BTCUSD	270	272.99	268.51	268.51	8.244050682
19/10/2015 17:00	BTCUSD	274.77	274.77	270	270	31.21744302
19/10/2015 16:00	BTCUSD	268.5	274.77	268.5	274.77	7.407312329
19/10/2015 15:00	BTCUSD	267.89	269.67	267.89	268.5	6.31573334
19/10/2015 14:00	BTCUSD	267.39	269.86	267.39	267.89	42.49524108
19/10/2015 13:00	BTCUSD	268.81	274.38	265	267.39	17.51813019
19/10/2015 12:00	BTCUSD	269.99	269.99	268.81	268.81	0.224
19/10/2015 11:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 10:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 09:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 08:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 07:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 06:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 05:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 04:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 03:00	BTCUSD	269.99	269.99	269.99	269.99	0
19/10/2015 02:00	BTCUSD	268.46	269.99	268.46	269.99	0.5
19/10/2015 01:00	BTCUSD	268.46	268.46	268.46	268.46	0
19/10/2015 00:00	BTCUSD	268.46	268.46	268.46	268.46	0
18/10/2015 23:00	BTCUSD	268.46	268.46	268.46	268.46	0
18/10/2015 22:00	BTCUSD	268.46	268.46	268.46	268.46	0
18/10/2015 21:00	BTCUSD	264.02	268.46	264.02	268.46	0.371566056
18/10/2015 20:00	BTCUSD	264.02	264.02	264.02	264.02	0
18/10/2015 19:00	BTCUSD	264.02	264.02	264.02	264.02	0
18/10/2015 18:00	BTCUSD	267.75	267.75	264.02	264.02	1.07
18/10/2015 17:00	BTCUSD	267.75	267.75	267.75	267.75	0
18/10/2015 16:00	BTCUSD	268.75	268.75	264.01	267.75	17.65689258
18/10/2015 15:00	BTCUSD	268.5	268.75	268.5	268.75	2.3574558
18/10/2015 14:00	BTCUSD	272.44	272.44	268.5	268.5	0.19523277
18/10/2015 13:00	BTCUSD	272.44	272.44	272.44	272.44	0
18/10/2015 12:00	BTCUSD	272.44	272.44	272.44	272.44	0
18/10/2015 11:00	BTCUSD	272.44	272.44	272.44	272.44	0
18/10/2015 10:00	BTCUSD	274.66	274.66	272.44	272.44	0.09469975
18/10/2015 09:00	BTCUSD	274.66	274.66	274.66	274.66	0
18/10/2015 08:00	BTCUSD	274.45	274.66	268.01	274.66	0.8
18/10/2015 07:00	BTCUSD	274.45	274.45	274.45	274.45	0
18/10/2015 06:00	BTCUSD	274.22	274.89	274	274.45	1.815312388
18/10/2015 05:00	BTCUSD	274.22	274.22	274.22	274.22	0
18/10/2015 04:00	BTCUSD	269.26	274.22	269.26	274.22	0.0909124
18/10/2015 03:00	BTCUSD	271.65	271.65	269.26	269.26	0.006
18/10/2015 02:00	BTCUSD	274.5	274.89	271.65	271.65	7.508763383
18/10/2015 01:00	BTCUSD	274.39	274.5	272.13	274.5	16.3857
18/10/2015 00:00	BTCUSD	272.47	274.39	272.47	274.39	0.489137592
17/10/2015 23:00	BTCUSD	272.47	272.47	272.47	272.47	4.718268027
17/10/2015 22:00	BTCUSD	270	272.47	270	272.47	0.404061963
17/10/2015 21:00	BTCUSD	267.71	270	267.71	270	2.38832999
17/10/2015 20:00	BTCUSD	268	268	267.71	267.71	1.94031
17/10/2015 19:00	BTCUSD	270	270	268	268	0.89955
17/10/2015 18:00	BTCUSD	271.16	271.16	270	270	0.0485
17/10/2015 17:00	BTCUSD	271.16	271.16	271.16	271.16	0
17/10/2015 16:00	BTCUSD	273.5	274.25	271.16	271.16	21.67256237
17/10/2015 15:00	BTCUSD	274	274	271.68	273.5	20.06797367
17/10/2015 14:00	BTCUSD	274.14	274.89	274	274	33.4550018
17/10/2015 13:00	BTCUSD	274.14	274.14	274	274.14	1.48
17/10/2015 12:00	BTCUSD	274.19	274.19	274.03	274.14	1.004998195
17/10/2015 11:00	BTCUSD	274.19	274.19	274.19	274.19	0
17/10/2015 10:00	BTCUSD	274.19	274.19	274.19	274.19	0
17/10/2015 09:00	BTCUSD	274.19	274.19	274.19	274.19	3.23
17/10/2015 08:00	BTCUSD	269.87	274.19	267.81	274.19	1.27068
17/10/2015 07:00	BTCUSD	274.58	274.58	269.87	269.87	0.07171407
17/10/2015 06:00	BTCUSD	270.91	274.58	270.91	274.58	0.099757889
17/10/2015 05:00	BTCUSD	274.6	274.98	270.91	270.91	84.62
17/10/2015 04:00	BTCUSD	270	274.6	270	274.6	2.49
17/10/2015 03:00	BTCUSD	270	270	270	270	2.5
17/10/2015 02:00	BTCUSD	265.18	279	265.18	270	7.392243406
17/10/2015 01:00	BTCUSD	264.38	285	263.75	265.18	39.39158169
17/10/2015 00:00	BTCUSD	264	264.38	264	264.38	4.92431789
16/10/2015 23:00	BTCUSD	263.25	269.99	263.14	264	4.755215246
16/10/2015 22:00	BTCUSD	263.1	269.98	262.89	263.25	10.2028834
16/10/2015 21:00	BTCUSD	263.05	263.1	263.02	263.1	16.183
16/10/2015 20:00	BTCUSD	265.7	269.97	263.05	263.05	102.9569411
16/10/2015 19:00	BTCUSD	269.99	278	265.7	265.7	60.65499627
16/10/2015 18:00	BTCUSD	268.66	269.99	263.46	269.99	100.8713442
16/10/2015 17:00	BTCUSD	268.83	268.83	268.2	268.66	11.85462628
16/10/2015 16:00	BTCUSD	265.42	269.85	265.42	268.83	0.788414569
16/10/2015 15:00	BTCUSD	263	269.99	263	265.42	72.01735586
16/10/2015 14:00	BTCUSD	263	264.93	262	263	36.08920169
16/10/2015 13:00	BTCUSD	261.5	263	261	263	12.00952831
16/10/2015 12:00	BTCUSD	259.2	261.92	259.2	261.5	4.871317433
16/10/2015 11:00	BTCUSD	259.2	259.2	259.2	259.2	0
16/10/2015 10:00	BTCUSD	260	260.53	259.2	259.2	9.784
16/10/2015 09:00	BTCUSD	256.21	260	256.21	260	8.615932201
16/10/2015 08:00	BTCUSD	256.21	256.21	256.21	256.21	0
16/10/2015 07:00	BTCUSD	258.98	258.98	256.21	256.21	4
16/10/2015 06:00	BTCUSD	258.98	258.98	256.02	258.98	10.67536371
16/10/2015 05:00	BTCUSD	258.98	259	256.36	258.98	25.34736523
16/10/2015 04:00	BTCUSD	257.19	258.98	255.9	258.98	6.243828303
16/10/2015 03:00	BTCUSD	256.63	257.19	256.5	257.19	4.155621132
16/10/2015 02:00	BTCUSD	255.13	257.04	255.1	256.63	22.30381117
16/10/2015 01:00	BTCUSD	255.31	256.09	254.84	255.13	10.99342288
16/10/2015 00:00	BTCUSD	255.31	255.31	255.31	255.31	17.9908387
15/10/2015 23:00	BTCUSD	255.2	255.31	254.31	255.31	26.07481992
15/10/2015 22:00	BTCUSD	255.2	258.98	255.2	255.2	43.51297857
15/10/2015 21:00	BTCUSD	256.33	258.98	255.2	255.2	74.58727392
15/10/2015 20:00	BTCUSD	258.86	258.98	256.33	256.33	3.081174968
15/10/2015 19:00	BTCUSD	256.25	258.98	256.25	258.86	38.1999812
15/10/2015 18:00	BTCUSD	255.4	256.31	255.4	256.25	99.96056775
15/10/2015 17:00	BTCUSD	255	255.4	255	255.4	15.58050002
15/10/2015 16:00	BTCUSD	255.31	255.4	255	255	1.00049998
15/10/2015 15:00	BTCUSD	255.45	257	253.6	255.31	11.85125187
15/10/2015 14:00	BTCUSD	255.47	255.47	255.45	255.45	10
15/10/2015 13:00	BTCUSD	255.47	255.47	255.47	255.47	8.438029683
15/10/2015 12:00	BTCUSD	255.47	255.47	255.47	255.47	0
15/10/2015 11:00	BTCUSD	255.47	255.47	255.47	255.47	0
15/10/2015 10:00	BTCUSD	255.47	255.47	255.47	255.47	0
15/10/2015 09:00	BTCUSD	253.64	255.47	253	255.47	22.37467032
15/10/2015 08:00	BTCUSD	255.9	255.9	253.61	253.64	0.8064875
15/10/2015 07:00	BTCUSD	255.9	255.9	255.9	255.9	0
15/10/2015 06:00	BTCUSD	255.9	255.9	255.9	255.9	0
15/10/2015 05:00	BTCUSD	254.59	255.9	254.59	255.9	0.05
15/10/2015 04:00	BTCUSD	254.59	254.59	254.59	254.59	0
15/10/2015 03:00	BTCUSD	255	256.15	254.59	254.59	15.73250744
15/10/2015 02:00	BTCUSD	253	255	253	255	13.124208
15/10/2015 01:00	BTCUSD	253	253	253	253	0
15/10/2015 00:00	BTCUSD	253	253	253	253	0
14/10/2015 23:00	BTCUSD	254.19	254.19	253	253	12.98
14/10/2015 22:00	BTCUSD	254.07	254.19	253.92	254.19	12.157
14/10/2015 21:00	BTCUSD	254.19	254.19	254.07	254.07	0.04336008
14/10/2015 20:00	BTCUSD	253.92	254.19	253.92	254.19	0.468111104
14/10/2015 19:00	BTCUSD	254.32	254.32	253.92	253.92	0.30691048
14/10/2015 18:00	BTCUSD	254.55	254.75	254.32	254.32	27
14/10/2015 17:00	BTCUSD	253.63	254.55	253.63	254.55	2.01
14/10/2015 16:00	BTCUSD	253	253.63	253	253.63	7.99
14/10/2015 15:00	BTCUSD	251.53	253	251.53	253	7.4660299
14/10/2015 14:00	BTCUSD	251.53	251.53	251.53	251.53	0
14/10/2015 13:00	BTCUSD	251.15	251.53	251.15	251.53	0.73
14/10/2015 12:00	BTCUSD	251.15	251.15	251.15	251.15	0
14/10/2015 11:00	BTCUSD	251.15	251.15	251.15	251.15	7.137
14/10/2015 10:00	BTCUSD	251.15	251.15	251.15	251.15	0
14/10/2015 09:00	BTCUSD	251.15	251.15	251.15	251.15	0.08
14/10/2015 08:00	BTCUSD	251	251.86	251	251.15	27.5289678
14/10/2015 07:00	BTCUSD	250.89	251	250.89	251	0.79797376
14/10/2015 06:00	BTCUSD	250.89	250.89	250.89	250.89	0
14/10/2015 05:00	BTCUSD	250.7	250.89	250.7	250.89	25
14/10/2015 04:00	BTCUSD	251	251	250.7	250.7	24
14/10/2015 03:00	BTCUSD	251	251	251	251	0
14/10/2015 02:00	BTCUSD	251	251	251	251	0
14/10/2015 01:00	BTCUSD	251.08	251.08	250.8	251	46.9773968
14/10/2015 00:00	BTCUSD	250.42	251.08	250.42	251.08	8.88401205
13/10/2015 23:00	BTCUSD	250	250.42	250	250.42	16.15
13/10/2015 22:00	BTCUSD	250.35	250.35	250	250	0.014
13/10/2015 21:00	BTCUSD	250.35	250.35	250.35	250.35	0
13/10/2015 20:00	BTCUSD	250.35	250.42	250.35	250.35	0.685439642
13/10/2015 19:00	BTCUSD	249.92	250.37	249.92	250.35	3.550604799
13/10/2015 18:00	BTCUSD	250	250	249.92	249.92	4.79958152
13/10/2015 17:00	BTCUSD	250.28	250.28	250	250	0.0365496
13/10/2015 16:00	BTCUSD	250.8	250.8	250.28	250.28	0.00395556
13/10/2015 15:00	BTCUSD	251.35	251.35	250.8	250.8	14.75108593
13/10/2015 14:00	BTCUSD	251.45	251.74	251.35	251.35	7.110836137
13/10/2015 13:00	BTCUSD	251.45	251.45	251.45	251.45	0
13/10/2015 12:00	BTCUSD	252.87	252.87	251.45	251.45	2.805
13/10/2015 11:00	BTCUSD	248.3	252.87	248.3	252.87	29.26577102
13/10/2015 10:00	BTCUSD	248.3	248.3	248.3	248.3	0.88
13/10/2015 09:00	BTCUSD	248.3	248.3	248.3	248.3	0
13/10/2015 08:00	BTCUSD	248	248.3	248	248.3	0.43
13/10/2015 07:00	BTCUSD	246.4	248	246.4	248	13.29138404
13/10/2015 06:00	BTCUSD	245.75	246.4	245.75	246.4	5.05097906
13/10/2015 05:00	BTCUSD	245.75	245.75	245.75	245.75	0
13/10/2015 04:00	BTCUSD	245.75	245.75	245.75	245.75	0
13/10/2015 03:00	BTCUSD	245.75	245.75	245.75	245.75	2
13/10/2015 02:00	BTCUSD	247.1	247.1	245.75	245.75	3.174
13/10/2015 01:00	BTCUSD	247.24	247.33	247.1	247.1	6.202180531
13/10/2015 00:00	BTCUSD	247.6	247.6	247.24	247.24	5.22438856
12/10/2015 23:00	BTCUSD	247.6	247.6	247.6	247.6	3.4
12/10/2015 22:00	BTCUSD	247.6	247.6	247.6	247.6	0
12/10/2015 21:00	BTCUSD	247.6	247.61	247.6	247.6	0.22
12/10/2015 20:00	BTCUSD	247.6	247.6	247.6	247.6	1.96
12/10/2015 19:00	BTCUSD	247.62	247.62	247.6	247.6	4.399
12/10/2015 18:00	BTCUSD	247.62	247.62	247.62	247.62	0
12/10/2015 17:00	BTCUSD	247.91	247.91	247.62	247.62	0.2499
12/10/2015 16:00	BTCUSD	247.62	247.91	247.62	247.91	1.96
12/10/2015 15:00	BTCUSD	247.62	247.9	247.62	247.62	4.91
12/10/2015 14:00	BTCUSD	247.62	247.62	247.62	247.62	0.42
12/10/2015 13:00	BTCUSD	247.72	247.72	247.62	247.62	25.638
12/10/2015 12:00	BTCUSD	247.72	247.72	247.72	247.72	0
12/10/2015 11:00	BTCUSD	248.71	248.71	247.72	247.72	9.79027351
12/10/2015 10:00	BTCUSD	248.71	248.71	248.71	248.71	0.41
12/10/2015 09:00	BTCUSD	248.71	248.71	248.71	248.71	0
12/10/2015 08:00	BTCUSD	248.71	248.71	248.71	248.71	0.86
12/10/2015 07:00	BTCUSD	248.71	248.71	248.71	248.71	0
12/10/2015 06:00	BTCUSD	248.71	248.71	248.71	248.71	0
12/10/2015 05:00	BTCUSD	248.71	248.71	248.71	248.71	0
12/10/2015 04:00	BTCUSD	248.98	248.98	248.71	248.71	0.23
12/10/2015 03:00	BTCUSD	249	249	248.98	248.98	7.9387
12/10/2015 02:00	BTCUSD	249	249	249	249	0
12/10/2015 01:00	BTCUSD	249	249	249	249	0
12/10/2015 00:00	BTCUSD	249.5	249.5	249	249	0.40160642
11/10/2015 23:00	BTCUSD	248.24	249.5	248.24	249.5	0.402811833
11/10/2015 22:00	BTCUSD	247.77	248.24	247.77	248.24	2.843825279
11/10/2015 21:00	BTCUSD	248.24	248.24	247.77	247.77	0.5953185
11/10/2015 20:00	BTCUSD	248.24	248.24	248.24	248.24	0
11/10/2015 19:00	BTCUSD	248.24	248.24	248.24	248.24	0.24165162
11/10/2015 18:00	BTCUSD	248.24	248.24	248.24	248.24	0.401831387
11/10/2015 17:00	BTCUSD	246.5	248.24	246.5	248.24	2.597561964
11/10/2015 16:00	BTCUSD	246.3	246.5	245.96	246.5	7.32378358
11/10/2015 15:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 14:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 13:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 12:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 11:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 10:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 09:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 08:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 07:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 06:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 05:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 04:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 03:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 02:00	BTCUSD	246.3	246.3	246.3	246.3	0.08099878
11/10/2015 01:00	BTCUSD	246.3	246.3	246.3	246.3	0
11/10/2015 00:00	BTCUSD	246.3	246.3	246.3	246.3	0
10/10/2015 23:00	BTCUSD	245.75	246.3	245.75	246.3	4.41
